dni,tipo_domicilio,fecha_nacimiento,nombre,apellido,localidad,departamento,provincia,numero,piso,codigo_postal,calle,edad,cuil,inicio_actividad,estado_civil,sexo,barrio,legajo
99535327,Personal,1983-05-20,Domingo,Goicoechea,Lugo,Cáceres,Cáceres,4295,2B,8897,Ronda Tere Niño,47,27986907882,2011-04-05,Soltero,M,Barrio 3,7459523
80863781,Laboral,1971-08-28,Wálter,Sobrino,Tarragona,Guipúzcoa,Teruel,9771,2B,9250,Rambla Heliodoro Amores,28,24312969397,2016-04-18,Casado,M,Barrio 3,4525725
22384200,Otro,1980-05-01,Tiburcio,Lobo,Castellón,Álava,Segovia,611,2B,1660,Camino de Bárbara Ferrándiz,52,24562221900,2013-12-17,Casado,M,Sur,3228294
52392657,Laboral,1984-02-15,Teresa,Díaz,Las Palmas,Cuenca,Salamanca,7386,2B,5768,Paseo Nilda Bayón,26,23761437468,2023-01-16,Casado,F,Sur,1302951
69052640,Otro,1967-04-05,Modesta,Carballo,Ourense,Zamora,Huelva,1142,3C,9918,Ronda de Cebrián Torrecilla,61,28715202402,2000-07-25,Casado,M,Centro,4718123
22402408,Laboral,1997-09-12,Tristán,Serna,Badajoz,Vizcaya,Girona,9697,4D,2711,Alameda Verónica Pedraza,27,20663046893,2008-08-22,Viudo,M,Oeste,2994754
27645323,Otro,1968-03-02,Priscila,Elorza,León,Ourense,Ceuta,4645,1A,9345,Callejón de Américo Cornejo,43,28341037914,2019-09-11,Casado,M,Oeste,9281593
53170788,Otro,2002-06-20,Cristóbal,Quintero,Navarra,Málaga,Ourense,2144,4D,1168,Acceso de Emperatriz Cobos,34,21308184553,2018-09-29,Casado,F,Oeste,9286902
74644269,Laboral,1997-06-11,Paz,Macías,Barcelona,Málaga,Burgos,5690,1A,3308,Urbanización de Guiomar Villa,54,24020804020,2013-06-12,Soltero,M,Barrio 3,4396062
89289054,Laboral,2000-04-06,Gabino,Granados,Cáceres,Girona,Burgos,2047,2B,8318,C. de Sandalio Vicente,23,20468088167,2004-12-13,Divorciado,M,Centro,2543036
73607386,Personal,1992-12-25,María Pilar,Marín,León,Baleares,Albacete,91,4D,3950,Urbanización de Faustino Ferrero,44,28107714716,2004-02-06,Soltero,M,Centro,5352483
74950180,Laboral,1982-04-28,Loreto,Araujo,Valladolid,Badajoz,Cuenca,245,4D,5560,Urbanización Victor Reina,36,22644189222,2023-12-14,Viudo,M,Barrio 3,5450906
65860007,Otro,1973-04-04,Jose Francisco,Ribera,Guadalajara,Málaga,Granada,8081,3C,6486,Cuesta de Yéssica García,58,23723763542,2010-05-06,Divorciado,F,Oeste,2920002
23165048,Laboral,1999-08-26,Julio,Palomino,Teruel,Granada,Salamanca,9777,2B,4235,Rambla Eligio Uría,46,29949208648,2005-06-30,Divorciado,F,Norte,4652379
64602341,Otro,1964-04-28,Manuelita,Pavón,Sevilla,Córdoba,Almería,9238,4D,7151,Calle de Lucila Miranda,54,23646681389,1995-07-24,Casado,M,Este,6165421
37402728,Otro,1993-12-13,Nélida,Ríos,Alicante,Alicante,Barcelona,8868,4D,3081,Cañada de Ariel Nadal,24,24355144091,2015-09-14,Divorciado,M,Barrio 2,4589158
76024156,Otro,1992-05-16,Sabas,Daza,Zaragoza,Lleida,Cáceres,832,4D,9088,Pasadizo Adora Bayo,47,22206900533,1998-07-06,Divorciado,F,Barrio 2,4652534
85934718,Personal,1986-12-05,Imelda,Cáceres,Toledo,Cuenca,Pontevedra,9986,,5194,Cuesta Agustín Palacio,43,23564641538,2008-11-20,Divorciado,M,Este,5380210
85189666,Personal,1960-06-28,Griselda,Cervantes,Valencia,Cuenca,Valencia,2224,,9843,Acceso de Lourdes Palomo,45,29958650851,2000-04-06,Soltero,M,Norte,8023628
36869158,Laboral,1977-02-22,Pánfilo,Reina,Soria,Cantabria,Álava,2673,2B,6252,Vial Martin Gimenez,58,22000626813,2005-04-04,Casado,M,Oeste,9676329
43465858,Otro,1996-05-11,Alonso,Anaya,Pontevedra,Cádiz,Badajoz,3351,2B,2811,Callejón Lilia Ocaña,41,22649029852,2002-01-20,Divorciado,F,Barrio 2,8918877
28098201,Otro,1973-11-14,Hipólito,Cuesta,Ciudad,Toledo,Zaragoza,9624,3C,4635,Rambla de Nacho Jove,65,21307147990,1995-07-08,Casado,F,Sur,8190590
65291894,Laboral,1987-01-08,Vidal,Roda,Toledo,Guipúzcoa,Salamanca,3949,2B,5879,Paseo de Adalberto Yuste,53,26002040681,2018-02-09,Casado,M,Barrio 1,2023857
32312060,Laboral,1990-03-05,Sol,Gil,Barcelona,La Coruña,Palencia,4853,1A,9211,Alameda de Leocadia Bárcena,56,29954680181,1995-02-09,Viudo,M,Sur,7728964
79371278,Laboral,1964-12-06,Zaida,Amador,Cuenca,Badajoz,Murcia,914,1A,4891,Alameda Rosendo Llanos,28,28895150478,2009-12-24,Soltero,M,Centro,2576440
78893942,Laboral,1986-10-28,José Mari,Raya,Navarra,Pontevedra,Ciudad,2776,3C,6771,Callejón Lope Paniagua,48,20130449990,2007-12-25,Viudo,F,Norte,5538902
99291899,Personal,1971-06-23,Ágata,Pérez,Madrid,Ávila,Tarragona,3025,1A,6605,Cañada Benigna Murcia,60,24097649510,2015-01-29,Soltero,M,Norte,5324774
98894997,Otro,1973-08-23,Marcial,Benavente,Segovia,Álava,Granada,2908,1A,1001,Glorieta de Asunción Bustos,35,22055856190,2020-10-12,Viudo,M,Barrio 1,1583498
56476373,Otro,1998-10-02,Eusebio,Río,Jaén,Jaén,Burgos,9761,4D,7374,Via Cosme Saldaña,60,27402501148,2001-06-06,Viudo,F,Oeste,5597115
29743059,Personal,1959-05-14,Ciríaco,Vendrell,Burgos,Las Palmas,Cantabria,555,1A,1008,Ronda Selena Bellido,58,28337278803,2013-07-25,Viudo,F,Barrio 2,7853139
52103669,Otro,1978-10-31,Clímaco,Jódar,Ceuta,Albacete,Albacete,916,1A,7183,Vial de Ismael Valero,57,28155018719,2015-06-02,Soltero,F,Centro,8447595
35363369,Personal,1963-07-28,Aurelio,Castañeda,La Coruña,Cáceres,La Rioja,256,3C,7387,Callejón de Delfina Fuster,46,21168370019,1999-10-27,Casado,M,Barrio 2,2808715
66956009,Laboral,1976-10-14,Miriam,Orozco,Cuenca,Tarragona,Granada,1436,3C,8420,Rambla de Primitiva Vilalta,55,24715573070,2005-12-15,Casado,M,Este,9014941
13854283,Otro,1965-11-02,Azahar,Ortega,Teruel,Ciudad,Valladolid,6399,,1312,Paseo de Noelia Guerra,43,27479917953,2022-01-11,Soltero,M,Barrio 2,3668020
59985147,Otro,1963-12-28,Débora,Cervera,Barcelona,Girona,Santa Cruz de Tenerife,2285,4D,5480,Paseo Pío Ramírez,24,29323415462,2003-11-07,Soltero,F,Barrio 3,3794257
74015307,Laboral,1990-04-10,Begoña,Mendizábal,Cuenca,Tarragona,Ourense,5986,4D,9605,Avenida Rafaela Bastida,36,25671990955,2008-03-01,Viudo,F,Este,3491229
38853681,Personal,1990-04-15,Estela,Sobrino,Barcelona,Castellón,Sevilla,9538,,7714,C. de Efraín Larrea,55,23417062023,1999-12-08,Divorciado,M,Barrio 2,5790159
10719290,Laboral,2001-06-27,Ambrosio,Pazos,Cádiz,Tarragona,Barcelona,8292,4D,2392,Paseo de Amor Gimeno,26,27970545257,1999-07-21,Divorciado,F,Norte,3909583
85200544,Otro,1975-03-14,Zaira,Bru,Ceuta,Guadalajara,Granada,8270,4D,7145,Via de Ani Nieto,35,22144930441,2014-02-11,Soltero,M,Centro,2177675
45129288,Otro,1984-06-07,Adelaida,Ferrándiz,Albacete,Las Palmas,Huelva,4424,3C,4229,Pasaje Consuela Tudela,52,27930274793,2002-05-16,Divorciado,M,Barrio 3,2000296
34037804,Laboral,1981-12-06,Estrella,Vilalta,Pontevedra,Castellón,Huesca,2144,4D,5800,Paseo Rosenda Tomás,37,25182585792,1995-11-29,Viudo,F,Barrio 1,6776863
25412180,Otro,1989-05-17,Pastor,Juliá,Santa Cruz de Tenerife,Teruel,Barcelona,5739,4D,3220,Cañada de Óscar Manzano,46,23221113250,2020-10-25,Divorciado,M,Oeste,3478317
31795381,Laboral,1977-08-01,Jovita,Iniesta,Córdoba,Vizcaya,Ceuta,9674,3C,1118,Cuesta Azeneth Piña,32,21808517497,2000-03-10,Casado,M,Barrio 3,1186620
70491216,Laboral,1981-10-10,Salvador,Samper,Zaragoza,Cantabria,Salamanca,2393,,4186,Cuesta Gonzalo Tur,52,24471837169,2019-01-15,Divorciado,F,Oeste,4368236
50804648,Laboral,1960-03-27,Fulgencio,Meléndez,Almería,Badajoz,Santa Cruz de Tenerife,8034,1A,8541,Vial Alcides Robledo,32,23096639498,2014-11-10,Casado,M,Oeste,2903203
67517458,Personal,1976-04-08,Celso,Isern,Cantabria,Alicante,Tarragona,6343,2B,8093,Acceso Moisés Moll,43,29753875334,2015-10-26,Casado,F,Sur,710237
52160145,Otro,1988-10-18,Cebrián,Castell,Alicante,Baleares,Jaén,9383,2B,8656,Vial de Andrés Felipe Ariño,51,21944063801,2022-08-22,Viudo,M,Norte,2612511
34716818,Otro,1982-09-19,Berta,Cerdá,Santa Cruz de Tenerife,Albacete,Málaga,9255,1A,8460,Avenida Carolina Martinez,57,21881621543,2023-11-11,Casado,F,Sur,7204624
92689534,Personal,1983-06-27,Buenaventura,Pla,Barcelona,La Rioja,León,9599,,1087,Rambla de Baldomero Leon,37,27848167492,2014-12-02,Divorciado,F,Barrio 1,1219921
33232331,Laboral,1982-08-28,Amaya,Olivé,Alicante,Álava,Almería,4101,,3779,Glorieta Dafne Casas,32,24898552325,1997-01-29,Casado,M,Barrio 2,9716460
22950352,Laboral,1988-03-06,Nacho,Osuna,Zaragoza,Soria,Guadalajara,2828,2B,8555,Pasadizo de Teresita Ponce,22,21453037375,2017-07-02,Soltero,F,Sur,7469493
85669498,Otro,1965-08-13,Santos,Lamas,Valladolid,Valencia,Segovia,4582,4D,9933,Camino Lorenza Moles,62,25863339620,2007-11-20,Casado,M,Norte,5929132
23176924,Personal,1963-11-21,Marino,Pineda,Almería,Albacete,Navarra,556,3C,8470,Alameda de Pía Fortuny,57,28036554730,1995-08-14,Soltero,M,Barrio 1,1959031
30281546,Personal,1992-12-15,Magdalena,Aguiló,Ourense,Cuenca,Pontevedra,5544,2B,3397,Acceso Rubén Fuente,32,23736221757,2008-09-05,Soltero,F,Sur,9847508
19062245,Personal,1986-11-12,Adrián,Toledo,Lugo,Barcelona,Santa Cruz de Tenerife,1998,2B,7039,Via Heriberto Córdoba,25,22911466768,2002-07-11,Viudo,M,Barrio 2,5711604
36884778,Otro,1991-05-26,Ileana,Guerra,La Coruña,Granada,Las Palmas,9283,,7632,Vial de Ramona Amo,56,20431584032,2005-05-29,Soltero,M,Centro,2438252
70586588,Laboral,1974-03-26,Eloy,Pol,Madrid,Alicante,Álava,9653,3C,9681,Paseo Marcial Donoso,26,26359274899,2016-09-02,Casado,M,Sur,7623522
77168035,Personal,1968-03-29,Benigno,Morales,Salamanca,Granada,Vizcaya,539,2B,5585,Plaza de Artemio Tello,52,28267630740,2019-08-23,Casado,M,Centro,4779721
75750859,Otro,1993-04-01,Manuel,Delgado,Lugo,Girona,Lleida,2139,4D,4647,Cañada Leandro Jiménez,31,24929087141,2011-05-10,Divorciado,M,Norte,5943374
51379209,Personal,1995-12-12,Bienvenida,Tejada,Asturias,Badajoz,Palencia,102,,3125,Calle Joaquín Moya,58,26869472319,2023-05-22,Viudo,F,Centro,2110071
55963273,Personal,1971-12-03,Débora,Quintana,Guipúzcoa,Ourense,Sevilla,8681,4D,2932,Urbanización de Mirta Salazar,63,27673682961,2008-02-10,Divorciado,F,Barrio 3,1526681
40570557,Laboral,1995-08-30,Marisela,Mata,Valladolid,Albacete,Córdoba,8792,1A,9862,Alameda Che Arévalo,38,22889698073,1996-02-29,Soltero,M,Barrio 3,9331365
95360398,Personal,1993-08-30,Lucio,Domínguez,Huesca,Burgos,Lugo,317,4D,1811,Pasaje de Isa Pujol,38,29594804122,2009-07-28,Viudo,M,Oeste,8499887
63777907,Personal,2002-05-25,Olegario,Niño,Cantabria,Pontevedra,Soria,9096,4D,8346,Plaza Manola Serra,39,22553440606,2024-06-08,Viudo,F,Este,7474237
87354417,Laboral,1986-08-10,Luis Miguel,Losada,Huesca,Granada,Lleida,2642,2B,8570,Via Cruz Rodrigo,34,27780841542,2022-10-01,Divorciado,M,Barrio 3,174233
48705326,Personal,1973-03-07,Fortunata,Lamas,Jaén,Ciudad,Guadalajara,8292,4D,4404,Glorieta Jose Angel Bru,61,24320953113,2006-05-26,Soltero,M,Barrio 2,9728150
66355989,Personal,2001-11-21,Gracia,Blazquez,Barcelona,Barcelona,Jaén,9964,1A,5696,Plaza de Baltasar Guardiola,57,23523734540,2014-09-11,Divorciado,M,Centro,2856019
51775055,Laboral,1967-05-08,María,Corral,Ciudad,Jaén,Almería,2819,,8514,Via Corona Galvez,40,20924611306,2022-10-10,Viudo,F,Barrio 3,3399011
84719440,Laboral,1983-03-02,Leonardo,Pujol,Cantabria,Álava,Melilla,3226,4D,1613,Camino Gilberto Mendizábal,34,20315123545,1994-12-26,Soltero,F,Sur,9576432
22951622,Personal,1974-04-15,Sonia,Arteaga,Teruel,Cuenca,Madrid,385,1A,1690,Callejón de Alejandro Ordóñez,56,26792560959,2020-07-02,Casado,M,Este,9797002
39162224,Personal,1989-01-19,Palmira,Batlle,Toledo,Alicante,Huelva,4308,1A,2289,Cañada de Teobaldo Yáñez,57,22135897814,2008-01-31,Divorciado,F,Centro,2580612
69000056,Laboral,1991-02-02,Azahara,Escudero,Ciudad,Cuenca,Valladolid,2326,1A,7208,C. de Nilo Llamas,56,24241038776,2017-05-11,Soltero,M,Oeste,191177
15645280,Laboral,1986-04-25,Encarnita,Valenzuela,Almería,Las Palmas,Jaén,6795,3C,4452,Acceso de Daniel Revilla,43,23846572567,2013-06-06,Soltero,F,Oeste,8958152
76328037,Personal,1980-08-04,África,Iniesta,Ceuta,Jaén,Cuenca,6274,3C,7863,Vial María Belén Rosales,33,20536099282,2011-04-18,Viudo,F,Barrio 2,4238818
41339949,Otro,1999-07-07,Eligia,Portero,Guipúzcoa,Zamora,Soria,5713,3C,7846,Urbanización Luis Miguel Beltrán,29,23654548817,2002-02-28,Viudo,M,Barrio 3,8180130
56632269,Otro,2000-10-11,Andrés,Caro,Palencia,Burgos,Soria,7018,4D,6964,Glorieta Rubén Galvez,23,25567038405,2008-05-03,Divorciado,F,Centro,2718373
35832597,Otro,1965-02-20,Sofía,Salamanca,Jaén,Ourense,Madrid,4954,,3030,Camino Hermenegildo Román,39,24942020410,2001-03-19,Divorciado,M,Barrio 1,4760169
25423714,Personal,1976-02-15,Albina,Velasco,Sevilla,Las Palmas,Ourense,2483,4D,5407,Urbanización Nacho Ros,55,28426353383,2014-10-09,Soltero,F,Oeste,8382972
98126762,Otro,1976-03-21,Elías,Gabaldón,Girona,Ávila,Málaga,580,4D,1157,Plaza Mar Jerez,29,22735721028,2005-12-09,Soltero,F,Oeste,1754946
97782237,Laboral,1969-01-03,Celia,Rocha,Soria,Valencia,Segovia,9721,2B,3246,Cañada de María Cristina Bayón,23,29134875177,2017-08-26,Soltero,F,Sur,7439547
55957626,Personal,1987-07-25,Martirio,Roldan,Salamanca,Jaén,Cáceres,2566,1A,6504,Plaza Ale Carrillo,33,25969930480,2012-10-22,Casado,M,Norte,2647196
38719938,Personal,1992-03-24,Asdrubal,Rosselló,Madrid,Alicante,Barcelona,5415,4D,5008,Pasaje Cesar Huerta,53,27349166281,1996-06-08,Divorciado,F,Barrio 3,5443512
31550017,Personal,1973-10-05,Carina,Toro,Burgos,Valencia,Zaragoza,1462,1A,2344,Camino de Vasco Garrido,42,23811898418,2016-07-12,Soltero,M,Norte,8617125
36700502,Laboral,2001-06-25,María Teresa,Palomino,Asturias,Ciudad,Cáceres,6557,1A,9897,Cuesta Hernán Carreño,31,26347022257,2010-05-01,Viudo,F,Este,1624523
70335426,Laboral,1992-05-17,Ignacia,Verdugo,Albacete,Navarra,Madrid,8466,2B,4142,Cañada de Obdulia Nadal,46,24475451651,2023-07-15,Soltero,F,Barrio 3,3186342
33212885,Laboral,1991-11-26,Arturo,Cerro,Málaga,Vizcaya,León,5978,3C,1720,Vial Rodrigo Martín,41,27160216786,2009-09-27,Divorciado,F,Sur,8148419
46872541,Laboral,1978-03-03,Javiera,Reguera,Albacete,Cantabria,Huelva,2580,2B,7252,Acceso de Cecilio Moliner,26,22642166044,2006-11-05,Casado,F,Barrio 1,1755951
35804660,Laboral,1994-06-25,Griselda,Alsina,León,Jaén,Castellón,6071,3C,2444,Glorieta Benigno Sacristán,49,21708828981,2023-10-24,Viudo,M,Barrio 3,5924891
87985531,Personal,1971-04-21,Graciana,Mena,Lleida,Segovia,Murcia,3923,4D,8592,Via Salud Soriano,59,24784250593,2005-08-11,Divorciado,M,Oeste,9438403
49815665,Personal,1994-06-20,Angélica,Sosa,Huelva,Baleares,Palencia,8701,2B,9877,Vial de Sandra Planas,47,26104976930,1997-07-19,Casado,M,Este,582074
89529053,Laboral,1996-03-19,Perla,Mur,Santa Cruz de Tenerife,Guipúzcoa,Cádiz,1904,2B,6637,Vial de Octavio Iñiguez,60,20952265341,2006-07-21,Viudo,F,Este,2969427
74012640,Laboral,1997-10-10,Régulo,Arregui,Guipúzcoa,Cáceres,La Rioja,418,,3254,Plaza Bernardita Acero,56,25531318859,2014-05-04,Viudo,F,Sur,5539503
53229625,Otro,1992-11-16,Nazaret,Marti,Navarra,La Coruña,Huesca,6896,3C,1755,Via de Lope Esteve,53,22987234924,2007-07-30,Casado,F,Norte,5507422
72423436,Personal,1971-08-02,Leoncio,Llano,Segovia,Zaragoza,Huesca,4546,2B,4587,C. Maxi Morante,30,20657288590,1997-01-21,Casado,M,Oeste,3248996
57558732,Laboral,1963-05-02,Fortunata,Cervantes,Tarragona,Córdoba,Huesca,2174,4D,1659,Plaza de María José Castilla,46,25817771465,2002-07-24,Soltero,F,Sur,4420607
41354284,Laboral,1977-04-20,Joel,Noriega,Guadalajara,Santa Cruz de Tenerife,Sevilla,9369,2B,7013,Ronda Abraham Valls,32,25751132717,2008-03-01,Soltero,F,Barrio 2,1290187
73312293,Laboral,1999-04-28,Nereida,Viana,Las Palmas,Badajoz,Huesca,1938,2B,6786,Acceso Epifanio Mulet,22,26248619909,2000-01-05,Viudo,M,Oeste,5551818
72186348,Laboral,1981-08-06,Arsenio,Sacristán,Castellón,Burgos,Santa Cruz de Tenerife,2943,2B,9910,Avenida Calixta Romeu,38,23372113564,2021-06-28,Soltero,M,Sur,8310842
89272995,Laboral,1983-03-20,Encarnacion,Navarro,Álava,Salamanca,Jaén,2445,1A,2605,Urbanización Elisa Báez,54,25528416222,2001-08-11,Soltero,M,Norte,1288903
69361363,Personal,2001-12-16,Adán,Fernández,Cáceres,Toledo,Lleida,5815,,3201,Rambla de Celestina Cuesta,53,22542570004,2001-07-24,Viudo,M,Centro,8301085
76441341,Laboral,1997-04-01,Elba,Corbacho,Toledo,Palencia,Ourense,114,3C,9354,Avenida Omar Bauzà,36,24423508679,2016-06-10,Divorciado,F,Barrio 1,2190752
38369800,Personal,1990-09-02,Bonifacio,Montoya,Guipúzcoa,Almería,Cádiz,7905,4D,2611,Paseo Bonifacio Prada,31,23638295131,1995-08-29,Casado,F,Barrio 2,6189383
96986106,Personal,1987-10-09,Carmina,Losada,Toledo,Barcelona,Córdoba,9454,1A,3258,Acceso Reynaldo Bernat,23,24369508621,2024-06-05,Soltero,F,Barrio 2,9370379
66586417,Personal,1983-05-04,Estrella,Barrio,Palencia,Ávila,Sevilla,4649,4D,7126,Ronda de Teodora Alegria,43,24989137632,1994-08-25,Casado,M,Barrio 2,7909953
95355629,Laboral,1989-06-13,Candelario,Folch,Huelva,Cantabria,Segovia,9655,1A,5138,Camino de Anselmo Silva,22,26110639968,2013-01-22,Casado,M,Centro,4976246
49271078,Personal,1970-07-01,Pío,Mateos,León,Huelva,Castellón,9351,4D,3715,Avenida Julio César Mosquera,64,25852503226,2012-06-22,Soltero,M,Barrio 3,462801
46363231,Personal,1977-08-08,Matías,Lozano,Girona,Soria,Zaragoza,800,4D,8463,Plaza Onofre Tur,62,23993406844,2007-05-14,Viudo,F,Sur,5655540
55810900,Laboral,1987-07-25,Nilda,Infante,Cáceres,Soria,Álava,9083,,3873,Plaza de Ariel Velázquez,55,28764299125,2018-09-07,Casado,M,Norte,4717943
48626709,Otro,1984-12-25,Saturnina,Aroca,Asturias,Granada,Málaga,9874,3C,3192,Calle de Visitación Zapata,27,29029779910,1995-10-29,Viudo,F,Este,7550868
21226193,Otro,1958-09-03,Griselda,Cordero,Melilla,Toledo,Cáceres,1944,3C,7406,Pasadizo Ciriaco Pina,32,24405971563,2017-11-20,Casado,F,Centro,7768510
98354564,Otro,1969-01-02,Samanta,Villalobos,Valencia,Almería,Asturias,412,2B,2010,Urbanización Roberto Llamas,60,20663319462,2005-12-06,Viudo,F,Oeste,3986454
67038123,Personal,1972-02-28,Jose Ramón,Robles,Valladolid,Álava,Castellón,400,4D,4457,Vial Lisandro Segovia,43,28213669339,2022-06-10,Casado,F,Norte,6687557
77805885,Otro,1986-08-21,Odalis,Bueno,Álava,Murcia,Jaén,7312,3C,3812,Calle América Jover,44,21932920358,2006-04-30,Viudo,F,Barrio 1,444687
31865560,Personal,1983-07-27,Joan,Carreras,Huelva,Álava,Cádiz,216,3C,2083,Urbanización Bruno Casado,33,22470743814,2021-10-25,Divorciado,M,Norte,8563971
18920637,Otro,1960-06-24,Rosario,Herranz,Ceuta,Girona,Murcia,430,3C,6094,Avenida de Salud Marin,27,22098682335,2013-06-16,Viudo,M,Barrio 1,3761008
91485289,Laboral,1968-07-09,Matías,Batlle,Castellón,León,Las Palmas,4086,4D,7016,Alameda de Evelia Cañellas,63,29937477415,2013-12-28,Casado,F,Este,227395
98719390,Personal,1969-05-12,Cornelio,Santamaría,Palencia,Girona,Zamora,2985,1A,6146,Plaza Rico Enríquez,38,22633956731,2015-10-18,Soltero,F,Norte,4833844
39563736,Laboral,1960-10-29,Noé,Olmedo,Badajoz,Cuenca,Burgos,9729,2B,2959,Camino Sofía Lillo,63,21390800669,2012-02-07,Divorciado,F,Este,3900782
71351890,Laboral,1976-01-03,Régulo,Sanjuan,Ciudad,Lugo,Albacete,3244,2B,3878,Paseo Marita Moya,34,25170334759,2016-06-07,Casado,M,Centro,8480502
32788146,Personal,1993-01-01,Lola,Coronado,Cáceres,La Coruña,Salamanca,643,1A,4773,Calle de José Manuel Benavides,42,20430903889,2020-02-24,Soltero,F,Este,380575
75608759,Personal,2001-01-17,Imelda,Cobo,Castellón,Palencia,Cádiz,4770,4D,4809,Pasaje de Fidela Esteve,55,24559480847,2006-12-22,Divorciado,F,Barrio 3,2934573
81896730,Otro,1969-12-29,Omar,Jódar,Girona,Sevilla,Cádiz,7338,1A,6993,Calle Ximena Larrañaga,62,28041388402,1999-04-27,Viudo,F,Centro,9062811
31453980,Otro,2002-06-22,Patricio,Bas,Girona,Lleida,Soria,7076,,9320,Acceso Anunciación Landa,42,20090232339,1998-08-05,Viudo,M,Oeste,8512052
13236721,Personal,2000-03-07,Angelina,Campos,Huesca,Ciudad,Santa Cruz de Tenerife,994,2B,2709,Ronda de Susana Galván,24,23682489115,2003-11-07,Casado,F,Sur,8322193
74715515,Personal,1966-10-09,Nacio,Cadenas,Baleares,Huelva,Jaén,5992,1A,3824,Pasaje de Carlota Ballesteros,35,25616527631,2005-03-18,Soltero,M,Norte,6859841
91768155,Laboral,1967-09-03,Baldomero,Torrent,Jaén,Córdoba,Ourense,4124,,2792,Rambla de Juan Bautista Falcón,32,28490708423,2009-07-25,Divorciado,F,Norte,8763083
71716411,Personal,1982-08-27,Candelario,Sales,Cantabria,Valencia,Jaén,1576,2B,4614,Pasadizo de Hilda Prada,53,22317853044,2011-03-26,Viudo,M,Barrio 3,5638159
40286312,Laboral,1972-03-16,Casemiro,Isern,Asturias,Zamora,Ceuta,2541,4D,4849,Avenida de Daniel Estévez,38,23013427394,2010-10-25,Casado,F,Barrio 1,8987130
42937340,Otro,1992-02-23,Fermín,Mesa,Valladolid,Teruel,Teruel,2977,1A,4999,Cañada de Griselda Franco,51,20349337729,2023-02-23,Viudo,M,Barrio 2,5454941
43299769,Personal,1983-10-11,María Dolores,Bayón,Albacete,Segovia,Valladolid,8591,3C,8052,Cuesta de Moisés Tolosa,61,26822882914,2020-06-21,Viudo,M,Centro,4083355
97468815,Personal,2000-05-08,Chita,Arévalo,Ciudad,Teruel,Madrid,8263,4D,1824,Alameda Odalis Bru,31,28082307487,2014-03-17,Divorciado,M,Sur,7157636
10686727,Otro,1993-09-08,Eva,Sainz,Soria,Soria,Guipúzcoa,4259,1A,9298,Acceso de Eugenio Barón,41,21372102674,2013-09-13,Divorciado,M,Barrio 1,4267137
66351438,Personal,1967-01-19,Nacho,Silva,Vizcaya,Barcelona,Castellón,1671,2B,4962,Alameda de Hector Saldaña,36,23064034246,2011-08-19,Casado,F,Centro,498107
36161648,Laboral,1991-03-07,Erasmo,Aguado,Ciudad,Ourense,Las Palmas,2546,3C,7763,Calle Jose Francisco Arce,56,22476400562,2005-02-13,Viudo,M,Barrio 1,9811280
74061397,Personal,1969-11-08,Lucho,Gimeno,Almería,Ceuta,Ávila,7899,,8291,Paseo Pepe Garzón,50,26882426182,2005-06-12,Soltero,M,Sur,5612949
68357026,Otro,1961-02-14,Jenny,Romeu,Granada,Palencia,Jaén,2946,4D,5618,Plaza de Paloma Raya,44,24491794523,2001-08-29,Divorciado,M,Barrio 1,8488117
37209285,Otro,1991-12-30,Federico,Coll,Madrid,Navarra,Madrid,5442,3C,6180,Ronda de Vera Ferreras,28,21816725036,2015-10-28,Soltero,F,Barrio 2,5225461
54498670,Otro,1993-02-09,Marita,Cadenas,Asturias,La Coruña,Madrid,9005,1A,5060,Urbanización de Cándido Leal,35,25670520498,2012-04-16,Viudo,F,Este,9353780
89296277,Laboral,1993-05-26,Gisela,Cadenas,Vizcaya,Ourense,Guadalajara,6241,2B,7354,Avenida Manu Suarez,51,20959798062,2020-03-10,Casado,F,Barrio 3,4063754
10295385,Personal,1965-05-31,Rosalva,Lozano,León,Soria,Toledo,9915,2B,3134,Rambla Aureliano Cabello,30,26692156163,1998-08-13,Divorciado,F,Centro,9232396
26052200,Otro,1964-09-20,Rufino,Larrañaga,Baleares,La Coruña,Baleares,1762,2B,8741,Vial de Victoria Lobo,55,26268622846,2007-11-07,Viudo,M,Barrio 2,5142935
61245992,Otro,1964-07-05,Itziar,Fernandez,La Coruña,Córdoba,León,2259,3C,2125,Paseo Maite Bartolomé,44,26763132970,2019-06-29,Divorciado,M,Barrio 3,8650003
63749008,Personal,1995-10-12,Jeremías,Sabater,Tarragona,Málaga,Alicante,8399,,8083,Vial de Marisol Cañete,60,25586708563,1999-03-28,Casado,F,Norte,2946385
34550022,Laboral,1972-07-11,Rosa,Tovar,Girona,Burgos,Guipúzcoa,7854,3C,1805,Urbanización Josefina Alcalá,38,22371331038,1998-02-08,Viudo,M,Barrio 3,4242739
65449875,Laboral,1983-05-01,Natanael,Carpio,Cádiz,Cádiz,Granada,3977,2B,1340,Rambla de Casemiro Maestre,47,29827578115,1996-06-08,Casado,M,Barrio 1,7940518
48407838,Otro,1976-12-01,Toribio,Álvarez,Valladolid,Ávila,La Coruña,6182,3C,9439,Alameda de Ambrosio Sáez,45,27480042134,2004-05-13,Casado,F,Centro,2439767
20068654,Laboral,1987-03-20,Estela,Roca,Guadalajara,Ourense,Ávila,8153,2B,7817,Cuesta de Camilo Gómez,30,26380397279,2019-02-19,Casado,M,Barrio 1,2318955
